crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2017-05-02T00:00:00.000,0:10,MANHATTAN,10031,40.8305400,-73.9465260,"(40.83054, -73.946526)",,,584       WEST 152 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3668178,Sedan,,,,
2017-05-04T00:00:00.000,17:30,BRONX,10471,40.9051780,-73.9046250,"(40.905178, -73.904625)",,,5644      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3663661,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,8:23,BROOKLYN,11222,40.7304600,-73.9515000,"(40.73046, -73.9515)",GREENPOINT AVENUE               ,MC GUINNESS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3654672,Sedan,Box Truck,,,
2017-05-07T00:00:00.000,11:50,BRONX,10468,40.8627170,-73.9023000,"(40.862717, -73.9023)",WEST FORDHAM ROAD               ,DAVIDSON AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3666419,Sedan,Sedan,,,
2017-04-30T00:00:00.000,8:06,STATEN ISLAND,10304,40.6327250,-74.0791550,"(40.632725, -74.079155)",,,207       SAINT PAULS AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3660562,Pick-up Truck,,,,
2017-05-08T00:00:00.000,16:08,,,40.7131350,-73.8752800,"(40.713135, -73.87528)",METROPOLITAN AVENUE             ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3677331,Station Wagon/Sport Utility Vehicle,Bike,,,
2017-04-15T00:00:00.000,1:08,BRONX,10457,40.8489270,-73.8881600,"(40.848927, -73.88816)",EAST 181 STREET                 ,CROTONA AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3651131,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,17:45,QUEENS,11428,40.7151450,-73.7493500,"(40.715145, -73.74935)",JAMAICA AVENUE                  ,211 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3656950,Sedan,Sedan,,,
2017-04-25T00:00:00.000,9:15,,,40.7124980,-73.9777600,"(40.712498, -73.97776)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3657600,Sedan,Sedan,,,
2017-04-19T00:00:00.000,21:44,,,40.7066570,-74.0159150,"(40.706657, -74.015915)",WEST STREET                     ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3654376,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,9:15,BROOKLYN,11212,40.6706160,-73.9119340,"(40.670616, -73.911934)",,,45        CHESTER STREET                ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3654954,Sedan,Sedan,,,
2017-04-15T00:00:00.000,8:00,,,,,,QUEENSBORO BRIDGE UPPER ROADWAY ,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3651285,Sedan,,,,
2017-04-15T00:00:00.000,14:45,,,40.6096420,-73.8973800,"(40.609642, -73.89738)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3652290,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-09-28T00:00:00.000,0:12,,,,,,MURDOCK AVENUE                  ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4352274,Sedan,Sedan,,,
2017-05-09T00:00:00.000,13:15,,,40.7647100,-73.8306960,"(40.76471, -73.830696)",LINDEN PLACE                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3666212,Sedan,Sedan,,,
2017-05-04T00:00:00.000,14:40,,,40.7867850,-73.8097100,"(40.786785, -73.80971)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3665439,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-03T00:00:00.000,3:00,QUEENS,11418,40.6995240,-73.8306700,"(40.699524, -73.83067)",,,87-50     LEFFERTS BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3661978,Sedan,Sedan,,,
2017-05-04T00:00:00.000,6:50,,,,,,EAST FORDHAM ROAD               ,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3664353,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-20T00:00:00.000,19:18,BROOKLYN,11230,40.6247830,-73.9649300,"(40.624783, -73.96493)",,,1114      AVENUE J                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656938,Sedan,Sedan,,,
2017-04-26T00:00:00.000,8:56,BRONX,10472,40.8286400,-73.8534400,"(40.82864, -73.85344)",OLMSTEAD AVENUE                 ,BLACKROCK AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3658452,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,16:30,BROOKLYN,11210,40.6191860,-73.9493000,"(40.619186, -73.9493)",AVENUE M                        ,EAST 26 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3658857,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,13:10,,,40.7109760,-73.9796200,"(40.710976, -73.97962)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3656763,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-17T00:00:00.000,17:30,QUEENS,11379,40.7131770,-73.8973100,"(40.713177, -73.89731)",,,62-53     64 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3654189,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,16:46,STATEN ISLAND,10301,40.6230550,-74.1132700,"(40.623055, -74.11327)",CLOVE ROAD                      ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3656009,PAS,4 dr sedan,,,
2017-04-22T00:00:00.000,14:00,,,40.7145270,-73.9748100,"(40.714527, -73.97481)",WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3657605,Sedan,Taxi,,,
2017-04-21T00:00:00.000,10:00,,,40.6259160,-74.1345200,"(40.625916, -74.13452)",,,1351      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3655067,Sedan,Sedan,,,
2017-05-07T00:00:00.000,16:30,QUEENS,11379,40.7125550,-73.8971100,"(40.712555, -73.89711)",METROPOLITAN AVENUE             ,64 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,,3665506,Sedan,Sedan,Van,Sedan,
2017-04-16T00:00:00.000,7:55,,,40.7505380,-73.9406360,"(40.750538, -73.940636)",QUEENS PLAZA SOUTH              ,CRESCENT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3651781,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-15T00:00:00.000,0:33,MANHATTAN,10006,40.7101140,-74.0126650,"(40.710114, -74.012665)",GREENWICH STREET                ,LIBERTY STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3656015,Sedan,,,,
2017-04-16T00:00:00.000,13:59,,,40.7155200,-74.0092500,"(40.71552, -74.00925)",WEST BROADWAY                   ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3651592,Station Wagon/Sport Utility Vehicle,Bus,,,
2017-05-01T00:00:00.000,17:30,BROOKLYN,11205,40.6946870,-73.9552100,"(40.694687, -73.95521)",SPENCER STREET                  ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3662209,Ambulance,Box Truck,,,
2017-04-22T00:00:00.000,14:30,BROOKLYN,11234,40.6287700,-73.9182500,"(40.62877, -73.91825)",RALPH AVENUE                    ,AVENUE J,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3656103,Sedan,Sedan,,,
2017-04-30T00:00:00.000,3:00,QUEENS,11420,40.6860240,-73.8108700,"(40.686024, -73.81087)",133 STREET                      ,109 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,3661596,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
2017-04-16T00:00:00.000,13:00,QUEENS,11360,40.7770230,-73.7755400,"(40.777023, -73.77554)",BELL BOULEVARD                  ,28 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,,3651749,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,16:30,BROOKLYN,11238,40.6755300,-73.9631900,"(40.67553, -73.96319)",GRAND AVENUE                    ,PARK PLACE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,3663541,Sedan,Van,,,
2017-05-05T00:00:00.000,9:15,,,40.6639820,-73.7296300,"(40.663982, -73.72963)",HOOK CREEK BOULEVARD            ,250 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3663617,Sedan,Sedan,,,
2017-04-17T00:00:00.000,12:18,MANHATTAN,10022,40.7604180,-73.9758400,"(40.760418, -73.97584)",WEST 53 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3653166,Station Wagon/Sport Utility Vehicle,Taxi,,,
2017-05-05T00:00:00.000,19:02,MANHATTAN,10011,40.7385520,-73.9996900,"(40.738552, -73.99969)",WEST 14 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,3665464,Station Wagon/Sport Utility Vehicle,Carry All,,,
2017-04-28T00:00:00.000,19:00,BRONX,10452,40.8447950,-73.9226300,"(40.844795, -73.92263)",UNIVERSITY AVENUE               ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3659787,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-28T00:00:00.000,20:45,,,40.7359900,-73.8655100,"(40.73599, -73.86551)",JUNCTION BOULEVARD              ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3660608,Sedan,Sedan,,,
2017-04-19T00:00:00.000,9:15,MANHATTAN,10016,40.7460800,-73.9749450,"(40.74608, -73.974945)",EAST 36 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3653574,Station Wagon/Sport Utility Vehicle,,,,
2017-04-25T00:00:00.000,8:08,QUEENS,11379,40.7205280,-73.8722800,"(40.720528, -73.87228)",PENELOPE AVENUE                 ,82 PLACE,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3657563,Sedan,,,,
2017-04-27T00:00:00.000,15:11,,,,,,NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3658463,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-25T00:00:00.000,14:17,,,40.6869280,-73.9848400,"(40.686928, -73.98484)",ATLANTIC AVENUE                 ,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,3656937,Sedan,Sedan,,,
2017-05-06T00:00:00.000,19:15,BRONX,10452,40.8283000,-73.9244700,"(40.8283, -73.92447)",GERARD AVENUE                   ,EAST 162 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3664675,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,10:30,BROOKLYN,11201,40.6892430,-73.9887300,"(40.689243, -73.98873)",SMITH STREET                    ,STATE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3657989,Sedan,Sedan,,,
2017-05-05T00:00:00.000,14:00,BROOKLYN,11236,40.6463130,-73.9077200,"(40.646313, -73.90772)",,,939       EAST 94 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3665536,Sedan,,,,
2017-04-17T00:00:00.000,14:20,BRONX,10457,40.8537900,-73.8912300,"(40.85379, -73.89123)",,,4521      3 AVENUE                      ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,,,,3653253,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,19:25,,,,,,EAST 37 STREET                  ,FDR DRIVE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3665964,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,15:00,BROOKLYN,11238,40.6852150,-73.9592800,"(40.685215, -73.95928)",CLASSON AVENUE                  ,GATES AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3659182,Bike,,,,
2017-04-15T00:00:00.000,16:00,BRONX,10463,40.8824300,-73.9023060,"(40.88243, -73.902306)",,,5716      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3651612,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-09T00:00:00.000,9:50,QUEENS,11101,40.7534560,-73.9414140,"(40.753456, -73.941414)",41 AVENUE                       ,22 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3666637,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-23T00:00:00.000,22:50,,,,,,ATLANTIC AVENUE                 ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3656014,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-25T00:00:00.000,16:00,,,40.7652240,-73.9317000,"(40.765224, -73.9317)",21 STREET                       ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3662785,Van,,,,
2017-05-02T00:00:00.000,17:55,MANHATTAN,10025,40.7914960,-73.9722400,"(40.791496, -73.97224)",WEST 92 STREET                  ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3662133,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-30T00:00:00.000,0:25,,,40.7022930,-73.7911700,"(40.702293, -73.79117)",MERRICK BOULEVARD               ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3659964,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-03T00:00:00.000,0:30,QUEENS,11432,40.7147980,-73.8075600,"(40.714798, -73.80756)",,,83-45     PARSONS BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3662711,Sedan,,,,
2017-04-23T00:00:00.000,7:05,,,40.6664770,-73.8081360,"(40.666477, -73.808136)",BELT PARKWAY                    ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unsafe Lane Changing,,,,3656357,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,11:00,BRONX,10466,40.8870200,-73.8631900,"(40.88702, -73.86319)",,,639       EAST 223 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3666226,Tanker,Sedan,,,
2017-05-05T00:00:00.000,14:40,QUEENS,11429,40.7094700,-73.7458100,"(40.70947, -73.74581)",HOLLIS AVENUE                   ,212 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3663921,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,8:18,BRONX,10467,40.8865550,-73.8783950,"(40.886555, -73.878395)",,,3680      JEROME AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3662190,Station Wagon/Sport Utility Vehicle,PK,,,
2017-04-20T00:00:00.000,23:20,,,40.7224960,-73.9404140,"(40.722496, -73.940414)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3655145,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-03T00:00:00.000,12:50,,,40.6516880,-73.8887700,"(40.651688, -73.88877)",FLATLANDS AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3662348,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-27T00:00:00.000,11:30,BROOKLYN,11233,40.6841660,-73.9293100,"(40.684166, -73.92931)",HALSEY STREET                   ,REID AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3658732,Box Truck,Bus,,,
2017-04-24T00:00:00.000,6:30,,,40.8263970,-73.9211600,"(40.826397, -73.92116)",SHERIDAN AVENUE                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3661600,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-09-12T00:00:00.000,9:30,,,40.7000100,-73.8308940,"(40.70001, -73.830894)",LEFFERTS BOULEVARD              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3748242,Sedan,School Bus,,,
2017-05-04T00:00:00.000,0:30,MANHATTAN,10018,40.7552900,-73.9949300,"(40.75529, -73.99493)",9 AVENUE                        ,WEST 37 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3663715,Taxi,Carry All,,,
2017-04-15T00:00:00.000,18:13,BROOKLYN,11226,40.6397480,-73.9522860,"(40.639748, -73.952286)",NEWKIRK AVENUE                  ,EAST 26 STREET,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,,,3653653,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2017-05-04T00:00:00.000,15:20,MANHATTAN,10018,40.7522800,-73.9897000,"(40.75228, -73.9897)",7 AVENUE                        ,WEST 36 STREET,,2,0,1,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3665174,Bike,,,,
2017-04-18T00:00:00.000,20:10,,,40.7678150,-73.9895100,"(40.767815, -73.98951)",WEST 55 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3653271,Sedan,FOOD,,,
2017-05-09T00:00:00.000,12:50,MANHATTAN,10020,40.7592700,-73.9808960,"(40.75927, -73.980896)",WEST 49 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3666995,Van,Taxi,,,
2017-05-09T00:00:00.000,19:50,,,40.6559100,-73.8919100,"(40.65591, -73.89191)",ALABAMA AVENUE                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3666996,Station Wagon/Sport Utility Vehicle,Bike,,,
2017-05-04T00:00:00.000,23:00,QUEENS,11372,40.7551500,-73.8824500,"(40.75515, -73.88245)",,,33-29     85 STREET                     ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3663750,Sedan,,,,
2017-05-08T00:00:00.000,14:00,BROOKLYN,11229,40.6055500,-73.9567200,"(40.60555, -73.95672)",,,1811      EAST 16 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3665914,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-09T00:00:00.000,10:30,BROOKLYN,11232,40.6604700,-73.9980240,"(40.66047, -73.998024)",4 AVENUE                        ,25 STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,3666192,Motorcycle,Pick-up Truck,,,
2017-04-23T00:00:00.000,1:30,,,40.5998230,-74.1290800,"(40.599823, -74.12908)",,,229       GRAVES STREET                 ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3655359,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,15:00,BROOKLYN,11235,40.5772130,-73.9632900,"(40.577213, -73.96329)",BRIGHTON BEACH AVENUE           ,BRIGHTON 4 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3660673,Box Truck,,,,
2017-04-29T00:00:00.000,17:50,,,,,,TRIBOROUGH BRIDGE               ,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3660876,Bus,Pick-up Truck,,,
2017-05-02T00:00:00.000,20:00,BROOKLYN,11235,40.5776440,-73.9612400,"(40.577644, -73.96124)",,,612       BRIGHTON BEACH AVENUE         ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3663038,Sedan,,,,
2017-04-30T00:00:00.000,0:30,BROOKLYN,11222,40.7255200,-73.9575000,"(40.72552, -73.9575)",MESEROLE AVENUE                 ,FRANKLIN STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3661561,Bike,,,,
2017-04-24T00:00:00.000,15:55,BRONX,10456,40.8224700,-73.9072000,"(40.82247, -73.9072)",,,890       CAULDWELL AVENUE              ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3656529,Station Wagon/Sport Utility Vehicle,,,,
2017-04-27T00:00:00.000,10:10,QUEENS,11101,40.7446560,-73.9485300,"(40.744656, -73.94853)",JACKSON AVENUE                  ,21 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3658635,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-06T00:00:00.000,20:12,MANHATTAN,10035,40.8027530,-73.9335800,"(40.802753, -73.93358)",2 AVENUE                        ,EAST 125 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3664575,Station Wagon/Sport Utility Vehicle,,,,
2017-04-28T00:00:00.000,17:00,,,40.6214030,-74.0289300,"(40.621403, -74.02893)",88 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3659348,Sedan,Sedan,,,
2017-05-05T00:00:00.000,8:30,QUEENS,11367,40.7272720,-73.8171800,"(40.727272, -73.81718)",150 STREET                      ,72 ROAD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3664102,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-27T00:00:00.000,15:05,MANHATTAN,10036,40.7586600,-73.9887500,"(40.75866, -73.98875)",,,700       8 AVENUE                      ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3658921,Box Truck,Sedan,Taxi,Sedan,
2017-04-25T00:00:00.000,23:25,,,40.6178500,-73.9880750,"(40.61785, -73.988075)",65 STREET                       ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3657360,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2017-04-18T00:00:00.000,16:48,QUEENS,11417,40.6737480,-73.8432400,"(40.673748, -73.84324)",CROSS BAY BOULEVARD             ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3653599,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2017-04-20T00:00:00.000,14:00,,,40.6651700,-73.8040540,"(40.66517, -73.804054)",NASSAU EXPRESSWAY               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3654595,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-16T00:00:00.000,6:54,BRONX,10462,40.8335570,-73.8577400,"(40.833557, -73.85774)",WESTCHESTER AVENUE              ,PUGSLEY AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3651860,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-07T00:00:00.000,23:05,STATEN ISLAND,10304,40.6209680,-74.0843100,"(40.620968, -74.08431)",YOUNG STREET                    ,TARGEE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3665725,Sedan,Sedan,Sedan,,
2020-03-09T00:00:00.000,8:37,BROOKLYN,11208,,,,,,790       ELDERT lane                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,4299843,Sedan,,,,
2017-04-25T00:00:00.000,14:00,MANHATTAN,10001,40.7502060,-74.0023400,"(40.750206, -74.00234)",10 AVENUE                       ,WEST 27 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3657417,Sedan,Sedan,,,
2017-05-08T00:00:00.000,10:35,BROOKLYN,11209,40.6352540,-74.0283200,"(40.635254, -74.02832)",OVINGTON AVENUE                 ,BAY RIDGE PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3665992,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-15T00:00:00.000,17:30,,,40.7317400,-73.9914700,"(40.73174, -73.99147)",EAST 10 STREET                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3651685,Sedan,Sedan,,,
2017-05-07T00:00:00.000,1:15,BROOKLYN,11234,40.6224000,-73.9366460,"(40.6224, -73.936646)",FLATBUSH AVENUE                 ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Following Too Closely,,,3747057,Sedan,Sedan,,,
2017-04-14T00:00:00.000,17:30,QUEENS,11420,40.6661400,-73.8232600,"(40.66614, -73.82326)",NORTH CONDUIT AVENUE            ,118 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3651656,Sedan,Sedan,,,
2017-04-22T00:00:00.000,16:12,,,40.7982560,-73.8274400,"(40.798256, -73.82744)",BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656028,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-04T00:00:00.000,12:30,MANHATTAN,10019,40.7679180,-73.9857250,"(40.767918, -73.985725)",WEST 57 STREET                  ,9 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3663239,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-29T00:00:00.000,12:05,,,40.7980100,-73.8270650,"(40.79801, -73.827065)",BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3660422,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2017-04-18T00:00:00.000,23:00,,,40.5279600,-74.1625800,"(40.52796, -74.16258)",HAROLD AVENUE                   ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3653810,Sedan,Sedan,Sedan,,
2017-04-17T00:00:00.000,17:50,BROOKLYN,11210,40.6332170,-73.9548650,"(40.633217, -73.954865)",GLENWOOD ROAD                   ,EAST 23 STREET,,1,0,0,0,1,0,0,0,Glare,Unspecified,,,,3655773,Sedan,Bike,,,
